Asset Class,Asset,Sub-number,Eval. Grp 1-Block,Asset Description,    Acquis.val.,      Book val.
50000,500000737.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000738.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000739.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000741.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000742.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000743.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000744.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000745.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000746.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000747.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000748.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000749.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000750.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000752.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000753.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000754.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000755.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000756.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000757.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000758.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000759.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000760.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000761.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000763.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000764.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000765.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000766.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000767.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000768.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000769.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000770.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000771.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000772.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000774.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000775.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000776.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000777.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000778.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000779.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000780.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000781.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000782.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000783.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000785.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000786.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000787.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000788.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000789.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000790.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000791.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000792.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000793.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000794.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000796.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000797.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000798.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000799.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000800.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000801.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000802.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000803.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000804.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000805.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000806.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000807.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000808.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000809.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000810.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000811.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000812.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000813.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000814.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000815.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000817.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000818.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000819.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000820.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000821.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000822.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000823.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000824.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000825.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000826.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000828.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000829.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000830.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000831.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000832.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000833.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000834.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000835.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000836.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000837.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000838.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000839.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000840.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000841.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000842.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000843.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000844.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000845.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000846.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000847.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000849.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000850.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000851.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000852.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000853.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000854.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000855.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000856.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000857.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000858.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000860.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000861.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000862.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000863.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000864.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000865.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000866.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000867.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000868.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000869.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000871.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000872.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000873.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000874.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000875.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000876.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000877.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000878.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000879.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000880.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000882.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000883.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000884.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000885.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000886.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000887.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000888.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000889.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000890.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000891.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000893.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000894.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000895.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000896.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000897.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000898.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000899.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000900.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000901.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000902.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000904.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000905.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000906.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000907.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000908.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000909.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000910.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000911.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000912.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000913.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000915.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000916.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000917.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000918.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000919.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000920.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000921.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000922.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000923.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000924.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000926.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000927.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000928.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000929.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000930.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000931.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000932.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000933.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000934.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000937.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000938.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000939.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000940.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000941.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000942.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000943.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000944.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000945.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000946.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000948.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000949.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000950.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000951.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000952.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000953.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000954.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000955.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000956.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000957.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000958.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000959.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000960.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000961.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000962.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000963.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000964.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000965.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000966.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000967.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000969.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000970.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000971.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000972.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000973.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000974.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000975.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000976.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000977.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000978.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000979.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000980.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000981.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000982.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000983.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000984.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000985.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000986.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000987.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000988.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000990.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000991.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000992.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000993.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000994.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000995.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000996.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000997.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000998.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500000999.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001001.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001002.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001003.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001004.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001005.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001006.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001007.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001008.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001009.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001010.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001012.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001013.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001014.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001015.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001016.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001017.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001018.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001019.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001020.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001021.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001023.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001024.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001025.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001026.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001027.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001028.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001029.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001030.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001031.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001032.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001034.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001035.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001036.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001037.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001038.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001039.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001040.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001041.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001042.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001043.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001045.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001046.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001047.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001048.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001049.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001050.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001051.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001052.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001053.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001054.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001056.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001057.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001058.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001059.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001060.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001061.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001062.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001063.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001064.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001065.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001066.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001067.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001068.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001069.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001070.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001071.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001072.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001073.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001074.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001075.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001076.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001077.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001078.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001079.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
50000,500001080.0,0.0,B025,KERUSI BANQUET - WARNA MERAH,125.0,0.0
